recno,HD,HR,HIP,Fl,Bayer,Cst,SimbadName
606,26574,1298,19587,38,omi01,Eri,HD  26574
607,26612,1302,19515,,del,Hor,HD  26612
608,26630,1303,19812,51,mu.,Per,HD  26630
609,26673,1306,19811,52,f,Per,HD  26673
610,26690,1309,19719,46,,Tau,HD  26690
611,26722,1311,19740,47,,Tau,HD  26722
612,26846,1318,19777,39,A,Eri,HD  26846
613,26911,1319,19877,48,,Tau,HD  26911
614,26912,1320,19860,49,mu.,Tau,HD  26912
615,26961,1324,20070,,b,Per,HD  26961
616,26965,1325,19849,40,omi02,Eri,HD  26965
617,26967,1326,19747,,alf,Hor,HD  26967
619,27045,1329,19990,50,ome,Tau,HD  27045
620,27176,1331,20087,51,,Tau,HD  27176
621,27192,1333,20234,,b02,Per,HD  27192
622,27256,1336,19780,,alf,Ret,HD  27256
623,27290,1338,19893,,gam,Dor,HD  27290
624,27295,1339,20171,53,,Tau,HD  27295
625,27309,1341,20186,56,,Tau,HD  27309
626,27348,1343,20252,54,,Per,HD  27348
627,27371,1346,20205,54,gam,Tau,HD  27371
628,27376,1347,20042,41,ups04,Eri,HD  27376
629,27382,1348,20250,52,phi,Tau,HD  27382
630,27383,,20215,55,,Tau,HD  27383
631,27396,1350,20354,53,d,Per,HD  27396
632,27397,1351,20219,57,h,Tau,HD  27397
633,27442,1355,19921,,eps,Ret,HD  27442
634,27459,1356,20261,58,,Tau,HD  27459
635,27563,1363,20271,,d,Eri,HD  27563
636,27628,1368,20400,60,,Tau,HD  27628
637,27638,1369,20430,59,chi,Tau,HD  27638
638,27657,1372,20020,,the,Ret,HD  27657
639,27697,1373,20455,61,del,Tau,HD  27697
640,27749,1376,20484,63,,Tau,HD  27749
641,27777,1377,20579,55,,Per,HD  27777
642,27778,1378,20533,62,,Tau,HD  27778
643,27786,1379,20591,56,,Per,HD  27786
644,27819,1380,20542,64,,Tau,HD  27819
645,27820,1381,20522,66,r,Tau,HD  27820
646,27861,1383,20507,42,ksi,Eri,HD  27861
647,27934,1387,20635,65,kap,Tau,HD  27934
648,27946,1388,20641,67,,Tau,HD  27946
649,27962,1389,20648,68,,Tau,HD  27962
650,27991,1391,20661,70,,Tau,HD  27991
651,28024,1392,20711,69,ups,Tau,HD  28024
652,28028,1393,20535,43,d,Eri,HD  28028
653,28052,1394,20713,71,,Tau,HD  28052
654,28093,1395,20384,,eta,Ret,HD  28093
655,28100,1396,20732,73,pi.,Tau,HD  28100
656,28149,1399,20789,72,,Tau,HD  28149
657,28292,1407,20877,75,,Tau,HD  28292
658,28294,1408,20873,76,,Tau,HD  28294
659,28305,1409,20889,74,eps,Tau,HD  28305
660,28307,1411,20885,77,the01,Tau,HD  28307
661,28319,1412,20894,78,the02,Tau,HD  28319
662,28355,1414,20901,79,b,Tau,HD  28355
663,28375,1415,20884,44,,Eri,HD  28375
664,28446,1417,21148,1,,Cam,HD  28446
665,28485,1422,20995,80,,Tau,HD  28485
666,28525,1426,20049,,del,Men,HD  28525
667,28546,1428,21039,81,,Tau,HD  28546
668,28556,1430,21036,83,,Tau,HD  28556
669,28595,,21082,84,,Tau,HD  28595
670,28677,1432,21137,85,,Tau,HD  28677
671,28704,1434,21242,57,m,Per,HD  28704
672,28749,1437,21139,45,,Eri,HD  28749
673,28873,1443,21060,,del,Cae,HD  28873
674,28910,1444,21273,86,rho,Tau,HD  28910
675,29009,1449,21278,46,,Eri,HD  29009
676,29064,1451,21296,47,,Eri,HD  29064
677,29085,1453,21248,50,ups01,Eri,HD  29085
678,29094,1454,21476,58,e,Per,HD  29094
679,29116,1456,20297,,nu.,Men,HD  29116
680,29139,1457,21421,87,alf,Tau,HD  29139
681,29140,1458,21402,88,d,Tau,HD  29140
682,29248,1463,21444,48,nu.,Eri,HD  29248
683,29291,1464,21393,52,ups02,Eri,HD  29291
684,29305,1465,21281,,alf,Dor,HD  29305
685,29316,1466,21730,2,,Cam,HD  29316
686,29317,1467,21727,3,,Cam,HD  29317
687,29335,1469,21515,49,,Eri,HD  29335
688,29375,1472,21588,89,,Tau,HD  29375
689,29388,1473,21589,90,c01,Tau,HD  29388
690,29391,1474,21547,51,c,Eri,HD  29391
691,29479,1478,21673,91,sig01,Tau,HD  29479
692,29488,1479,21683,92,sig02,Tau,HD  29488
693,29503,1481,21594,53,l,Eri,HD  29503
694,29589,1484,21735,93,,Tau,HD  29589
695,29712,1492,21479,,R,Dor,HD  29712
696,29722,1494,21928,59,,Per,HD  29722
697,29755,1496,21763,54,,Eri,HD  29755
698,29763,1497,21881,94,tau,Tau,HD  29763
699,29859,1499,21961,95,,Tau,HD  29859
700,29875,1502,21770,,alf,Cae,HD  29875
701,29992,1503,21861,,bet,Cae,HD  29992
702,30020,1505,21986,55,,Eri,HD  30020
704,30076,1508,22024,56,,Eri,HD  30076
705,30121,1511,22287,4,,Cam,HD  30121
706,30185,1516,21914,,lam,Pic,HD  30185
707,30202,1518,21998,,lam,Cae,HD  30202
708,30211,1520,22109,57,mu.,Eri,HD  30211
709,30478,1530,22040,,kap,Dor,HD  30478
710,30495,1532,22263,58,,Eri,HD  30495
711,30504,1533,22453,1,,Aur,HD  30504
712,30605,1537,22441,96,,Tau,HD  30605
713,30606,1538,22325,59,,Eri,HD  30606
714,30608,1539,22280,,zet,Cae,HD  30608
715,30612,1541,21949,,mu.,Men,HD  30612
716,30614,1542,22783,9,alf,Cam,HD  30614
717,30652,1543,22449,1,pi.03,Ori,HD  30652
718,30739,1544,22509,2,pi.02,Ori,HD  30739
719,30780,1547,22565,97,i,Tau,HD  30780
720,30814,1549,22479,60,,Eri,HD  30814
721,30834,1551,22678,2,,Aur,HD  30834
722,30836,1552,22549,3,pi.04,Ori,HD  30836
723,30958,1555,22854,5,,Cam,HD  30958
724,30959,1556,22667,4,omi01,Ori,HD  30959
725,30985,1557,22488,,nu.,Cae,HD  30985
726,31109,1560,22701,61,ome,Eri,HD  31109
727,31139,1562,22730,5,,Ori,HD  31139
728,31203,1563,22531,,iot,Pic,HD  31203
729,31204,1564,22534,,iot,Pic,HD  31204
730,31237,1567,22797,8,pi.05,Ori,HD  31237
731,31278,1568,23040,7,,Cam,HD  31278
732,31283,1569,22833,6,g,Ori,HD  31283
733,31295,1570,22845,7,pi.01,Ori,HD  31295
734,31398,1577,23015,3,iot,Aur,HD  31398
735,31421,1580,22957,9,omi02,Ori,HD  31421
736,31444,1581,22881,,R,Eri,HD  31444
737,31512,1582,22958,62,b,Eri,HD  31512
738,31553,1586,23068,99,,Tau,HD  31553
739,31579,1588,23216,8,,Cam,HD  31579
740,31592,1590,23088,98,k,Tau,HD  31592
741,31647,1592,23179,4,,Aur,HD  31647
742,31761,1599,23261,5,,Aur,HD  31761
743,31767,1601,23123,10,pi.06,Ori,HD  31767
744,31780,1602,23268,6,,Aur,HD  31780
745,31845,,23214,101,,Tau,HD  31845
746,31910,1603,23522,10,bet,Cam,HD  31910
747,31964,1605,23416,7,eps,Aur,HD  31964
749,32008,1608,23221,63,,Eri,HD  32008
750,32045,1611,23231,64,S,Eri,HD  32045
751,32068,1612,23453,8,zet,Aur,HD  32068
752,32249,1617,23364,65,psi,Eri,HD  32249
753,32301,1620,23497,102,iot,Tau,HD  32301
754,32343,1622,23734,11,,Cam,HD  32343
755,32357,1623,23743,12,,Cam,HD  32357
756,32440,1629,22871,,eta,Men,HD  32440
757,32503,1634,23474,1,,Lep,HD  32503
758,32537,1637,23783,9,,Aur,HD  32537
759,32549,1638,23607,11,,Ori,HD  32549
760,32630,1641,23767,10,eta,Aur,HD  32630
761,32736,1648,23680,,W,Ori,HD  32736
762,32743,1649,23482,,eta01,Pic,HD  32743
763,32831,1652,23595,,gam,Cae,HD  32831
764,32846,1653,23596,,gam,Cae,HD  32846
765,32887,1654,23685,2,eps,Lep,HD  32887
766,32923,1656,23835,104,m,Tau,HD  32923
767,32964,1657,23794,66,,Eri,HD  32964
768,32977,1658,23871,106,l,Tau,HD  32977
769,32990,1659,23900,103,,Tau,HD  32990
770,32991,1660,23883,105,,Tau,HD  32991
771,33021,1662,23852,13,,Ori,HD  33021
772,33042,1663,23649,,eta02,Pic,HD  33042
773,33054,1664,23879,14,i,Ori,HD  33054
774,33111,1666,23875,67,bet,Eri,HD  33111
775,33254,1672,23983,16,h,Ori,HD  33254
776,33256,1673,23941,68,,Eri,HD  33256
777,33262,1674,23693,,zet,Dor,HD  33262
778,33276,1676,24010,15,,Ori,HD  33276
779,33285,1677,23467,,bet,Men,HD  33285
780,33296,1678,24348,14,,Cam,HD  33296
781,33328,1679,23972,69,lam,Eri,HD  33328
782,33641,1689,24340,11,mu.,Aur,HD  33641
783,33802,1696,24244,3,iot,Lep,HD  33802
784,33856,1698,24331,17,rho,Ori,HD  33856
785,33904,1702,24305,5,mu.,Lep,HD  33904
786,33949,1705,24327,4,kap,Lep,HD  33949
787,33959,1706,24504,14,,Aur,HD  33959
789,34029,1708,24608,13,alf,Aur,HD  34029
790,34053,1711,24512,108,,Tau,HD  34053
791,34078,1712,24575,,AE,Aur,HD  34078
792,34085,1713,24436,19,bet,Ori,HD  34085
793,34172,1716,23148,,ksi,Men,HD  34172
794,34203,1718,24555,18,,Ori,HD  34203
795,34233,1719,24836,15,,Cam,HD  34233
796,34334,1726,24727,16,,Aur,HD  34334
797,34364,1728,24740,17,AR,Aur,HD  34364
798,34411,1729,24813,15,lam,Aur,HD  34411
799,34499,1734,24832,18,,Aur,HD  34499
800,34503,1735,24674,20,tau,Ori,HD  34503
801,34559,1739,24822,109,n,Tau,HD  34559
802,34578,1740,24879,19,,Aur,HD  34578
803,34642,1743,24659,,omi,Col,HD  34642
804,34649,1744,24372,,the,Dor,HD  34649
805,34658,1746,24817,21,,Ori,HD  34658
806,34759,1749,25048,20,rho,Aur,HD  34759
807,34787,1751,25197,16,,Cam,HD  34787
808,34816,1756,24845,6,lam,Lep,HD  34816
809,34863,1757,24873,7,nu.,Lep,HD  34863
810,35039,1765,25044,22,o,Ori,HD  35039
811,35072,1767,24829,,zet,Pic,HD  35072
812,35076,1768,25192,22,,Aur,HD  35076
813,35148,,25145,23,m,Ori,HD  35148
814,35149,1770,25142,23,m,Ori,HD  35149
815,35186,1773,25292,21,sig,Aur,HD  35186
816,35189,1774,25216,110,,Tau,HD  35189
817,35296,1780,25278,111,,Tau,HD  35296
818,35337,1783,25202,8,,Lep,HD  35337
819,35369,1784,25247,29,e,Ori,HD  35369
820,35410,1787,25282,27,p,Ori,HD  35410
821,35411,1788,25281,28,eta,Ori,HD  35411
822,35439,1789,25302,25,,Ori,HD  35439
823,35468,1790,25336,24,gam,Ori,HD  35468
824,35497,1791,25428,112,bet,Tau,HD  35497
825,35532,1798,25410,113,,Tau,HD  35532
826,35580,1801,25098,,kap,Pic,HD  35580
827,35583,1802,25769,17,,Cam,HD  35583
828,35620,1805,25541,24,phi,Aur,HD  35620
829,35671,1808,25499,115,,Tau,HD  35671
830,35708,1810,25539,114,o,Tau,HD  35708
831,35715,1811,25473,30,psi,Ori,HD  35715
832,35770,1814,25555,116,,Tau,HD  35770
833,35802,1816,25583,117,,Tau,HD  35802
834,35860,1818,25303,,the,Pic,HD  35860
835,35943,1821,25695,118,,Tau,HD  35943
836,36066,1828,25973,18,,Cam,HD  36066
837,36079,1829,25606,9,bet,Lep,HD  36079
838,36167,1834,25737,31,,Ori,HD  36167
839,36189,1836,25429,,lam,Dor,HD  36189
840,36217,1837,25785,,CK,Ori,HD  36217
841,36267,1839,25813,32,A,Ori,HD  36267
842,36351,1842,25861,33,n01,Ori,HD  36351
843,36371,1843,25984,25,chi,Aur,HD  36371
844,36389,1845,25945,119,CE,Tau,HD  36389
845,36473,1849,25853,10,,Lep,HD  36473
847,36486,1852,25930,34,del,Ori,HD  36486
848,36512,1855,25923,36,ups,Ori,HD  36512
849,36570,1857,26408,19,,Cam,HD  36570
850,36576,1858,26064,120,,Tau,HD  36576
851,36597,1862,25859,,eps,Col,HD  36597
852,36653,1864,26093,35,,Ori,HD  36653
853,36673,1865,25985,11,alf,Lep,HD  36673
854,36695,1868,26063,,VV,Ori,HD  36695
855,36777,1872,26126,38,n02,Ori,HD  36777
856,36819,1875,26248,121,,Tau,HD  36819
857,36822,1876,26176,37,phi01,Ori,HD  36822
858,36861,1879,26207,39,lam,Ori,HD  36861
860,37018,1892,26237,42,c,Ori,HD  37018
861,37020,1893,26220,41,the01,Ori,HD  37020
863,37022,1895,26221,41,the01,Ori,HD  37022
864,37023,1896,26224,41,the01,Ori,HD  37023
865,37041,1897,26235,43,the02,Ori,HD  37041
866,37043,1899,26241,44,iot,Ori,HD  37043
867,37070,,26587,22,,Cam,HD  37070
868,37077,1901,26268,45,,Ori,HD  37077
869,37128,1903,26311,46,eps,Ori,HD  37128
870,37147,1905,26382,122,,Tau,HD  37147
871,37160,1907,26366,40,phi02,Ori,HD  37160
872,37202,1910,26451,123,zet,Tau,HD  37202
873,37269,1914,26536,26,,Aur,HD  37269
874,37297,1917,26001,28,,Dor,HD  37297
875,37350,1922,26069,,bet,Dor,HD  37350
876,37430,1926,26412,,nu.01,Col,HD  37430
877,37438,1928,26640,125,,Tau,HD  37438
878,37468,1931,26549,48,sig,Ori,HD  37468
880,37490,1934,26594,47,ome,Ori,HD  37490
881,37495,1935,26460,,nu.02,Col,HD  37495
882,37507,1937,26563,49,d,Ori,HD  37507
883,37601,1941,26942,24,,Cam,HD  37601
884,37638,1943,27046,23,,Cam,HD  37638
885,37711,1946,26777,126,,Tau,HD  37711
886,37742,1948,26727,50,zet,Ori,HD  37742
888,37763,1953,25918,,gam,Men,HD  37763
889,37795,1956,26634,,alf,Col,HD  37795
890,37984,1963,26885,51,b,Ori,HD  37984
891,38090,1968,26865,12,,Lep,HD  38090
892,38091,1969,27249,26,,Cam,HD  38091
893,38104,1971,27196,27,omi,Aur,HD  38104
894,38129,,27283,28,,Cam,HD  38129
896,38393,1983,27072,13,gam,Lep,HD  38393
897,38478,1985,27265,129,,Tau,HD  38478
898,38545,1989,27316,131,,Tau,HD  38545
899,38558,1990,27338,130,,Tau,HD  38558
900,38602,1991,26264,,iot,Men,HD  38602
901,38618,1992,27592,29,,Cam,HD  38618
902,38622,1993,27364,133,,Tau,HD  38622
903,38656,1995,27483,29,tau,Aur,HD  38656
904,38666,1996,27204,,mu.,Col,HD  38666
905,38678,1998,27288,14,zet,Lep,HD  38678
906,38710,1999,27386,52,,Ori,HD  38710
907,38751,2002,27468,132,,Tau,HD  38751
908,38771,2004,27366,53,kap,Ori,HD  38771
909,38831,2006,27731,30,,Cam,HD  38831
910,38899,2010,27511,134,,Tau,HD  38899
911,38944,2011,27639,31,ups,Aur,HD  38944
912,39003,2012,27673,32,nu.,Aur,HD  39003
913,39014,2015,27100,,del,Dor,HD  39014
914,39019,2016,27581,135,,Tau,HD  39019
915,39060,2020,27321,,bet,Pic,HD  39060
916,39091,2022,26394,,pi.,Men,HD  39091
917,39220,2027,27971,31,,Cam,HD  39220
918,39283,2029,27949,30,ksi,Aur,HD  39283
919,39291,2031,27658,55,,Ori,HD  39291
920,39317,2033,27743,137,,Tau,HD  39317
921,39357,2034,27830,136,,Tau,HD  39357
922,39364,2035,27654,15,del,Lep,HD  39364
923,39400,2037,27750,56,,Ori,HD  39400
924,39425,2040,27628,,bet,Col,HD  39425
925,39523,2042,27530,,gam,Pic,HD  39523
926,39587,2047,27913,54,chi01,Ori,HD  39587
927,39698,2052,27965,57,,Ori,HD  39698
928,39764,2056,27810,,lam,Col,HD  39764
929,39780,2059,25776,31,,Men,HD  39780
930,39801,2061,27989,58,alf,Ori,HD  39801
931,39810,2062,27369,,lam,Men,HD  39810
933,39844,2064,27534,,eps,Dor,HD  39844
934,40035,2077,28358,33,del,Aur,HD  40035
935,40111,2084,28237,139,,Tau,HD  40111
936,40136,2085,28103,16,eta,Lep,HD  40136
937,40176,2087,28010,,ksi,Col,HD  40176
938,40183,2088,28360,34,bet,Aur,HD  40183
939,40239,2091,28404,35,pi.,Aur,HD  40239
940,40248,2092,28098,,sig,Col,HD  40248
941,40312,2095,28380,37,the,Aur,HD  40312
942,40372,2100,28271,59,,Ori,HD  40372
943,40394,2101,28499,36,,Aur,HD  40394
944,40409,2102,27890,36,,Dor,HD  40409
945,40446,2103,28296,60,,Ori,HD  40446
946,40494,2106,28199,,gam,Col,HD  40494
947,40535,2107,28321,1,,Mon,HD  40535
948,40536,2108,28325,2,,Mon,HD  40536
949,40724,2116,28561,141,,Tau,HD  40724
950,40801,2119,28677,38,,Aur,HD  40801
951,40808,2120,28328,,eta,Col,HD  40808
952,40873,2123,28765,35,,Cam,HD  40873
953,40932,2124,28614,61,mu.,Ori,HD  40932
954,40953,2125,27566,,kap,Men,HD  40953
955,40967,2128,28574,3,,Mon,HD  40967
956,41040,2130,28691,64,,Ori,HD  41040
957,41074,2132,28823,39,,Aur,HD  41074
958,41116,2134,28734,1,,Gem,HD  41116
959,41117,2135,28716,62,chi02,Ori,HD  41117
960,41357,2143,28946,40,,Aur,HD  41357
961,41361,2144,28812,63,,Ori,HD  41361
962,41380,2145,28814,66,,Ori,HD  41380
963,41511,2148,28816,17,,Lep,HD  41511
964,41534,2149,28756,72,,Col,HD  41534
965,41543,,28969,2,,Gem,HD  41543
966,41597,2152,29246,37,,Cam,HD  41597
967,41695,2155,28910,18,the,Lep,HD  41695
968,41698,2156,28874,,S,Lep,HD  41698
969,41753,2159,29038,67,nu.,Ori,HD  41753
970,41927,2165,29490,36,,Cam,HD  41927
971,42042,2168,29048,19,,Lep,HD  42042
972,42078,2171,28957,,pi.01,Col,HD  42078
973,42087,2173,29225,3,,Gem,HD  42087
974,42126,2175,29388,41,,Aur,HD  42126
976,42167,2177,29034,,the,Col,HD  42167
977,42216,,29288,4,,Gem,HD  42216
978,42303,2181,29064,,pi.02,Col,HD  42303
979,42398,2185,29379,5,,Gem,HD  42398
980,42509,2193,29433,68,,Ori,HD  42509
981,42525,2194,28909,,eta01,Dor,HD  42525
982,42543,2197,29450,6,BU,Gem,HD  42543
983,42545,2198,29434,69,f01,Ori,HD  42545
984,42560,2199,29426,70,ksi,Ori,HD  42560
985,42633,2201,29730,40,,Cam,HD  42633
986,42933,2212,29276,,del,Pic,HD  42933
987,42973,2215,29919,1,,Lyn,HD  42973
988,42995,2216,29655,7,eta,Gem,HD  42995
989,43039,2219,29696,44,kap,Aur,HD  43039
990,43042,2220,29650,71,,Ori,HD  43042
991,43107,2221,29134,,nu.,Dor,HD  43107
992,43153,2223,29704,72,f02,Ori,HD  43153
993,43232,2227,29651,5,gam,Mon,HD  43232
994,43244,2228,29884,42,,Aur,HD  43244
995,43247,2229,29736,73,,Ori,HD  43247
996,43261,2230,29789,8,,Gem,HD  43261
997,43378,2238,30060,2,,Lyn,HD  43378
998,43380,2239,29949,43,,Aur,HD  43380
999,43384,2240,29840,9,,Gem,HD  43384
1000,43386,2241,29800,74,k,Ori,HD  43386
1001,43455,2245,29353,,eta02,Dor,HD  43455
1002,43525,2247,29850,75,l,Ori,HD  43525
1003,43740,,30003,10,,Gem,HD  43740
1004,43749,,30278,3,,Lyn,HD  43749
1005,43760,2255,29885,6,,Mon,HD  43760
1006,43785,2256,29807,,kap,Col,HD  43785
1007,43812,2257,30272,4,,Lyn,HD  43812
1008,43818,,30046,11,,Gem,HD  43818
1009,43834,2261,29271,,alf,Men,HD  43834
1010,43836,,30049,12,,Gem,HD  43836
1011,43905,2264,30247,45,,Aur,HD  43905
1012,44112,2273,30073,7,,Mon,HD  44112
1013,44402,2282,30122,1,zet,CMa,HD  44402
1014,44478,2286,30343,13,mu.,Gem,HD  44478
1015,44537,2289,30520,46,psi01,Aur,HD  44537
1017,44691,2291,30651,,RR,Lyn,HD  44691
1018,44708,2293,30679,5,,Lyn,HD  44708
1019,44743,2294,30324,2,bet,CMa,HD  44743
1020,44762,2296,30277,,del,Col,HD  44762
1021,44769,2298,30419,8,eps,Mon,HD  44769
1022,44770,2299,30422,8,eps,Mon,HD  44770
1023,44984,2308,30564,,BL,Ori,HD  44984
1024,44990,2310,30541,,T,Mon,HD  44990
1025,45229,2320,30342,,nu.,Pic,HD  45229
1026,45348,2326,30438,,alf,Car,HD  45348
1027,45352,,30757,15,,Gem,HD  45352
1028,45394,2330,30769,16,,Gem,HD  45394
1029,45410,2331,31039,6,,Lyn,HD  45410
1030,45412,2332,30827,48,RT,Aur,HD  45412
1031,45416,2334,30717,77,,Ori,HD  45416
1032,45418,,30700,9,,Mon,HD  45418
1033,45433,2335,30720,78,,Ori,HD  45433
1034,45466,2338,30972,47,,Aur,HD  45466
1035,45542,2343,30883,18,nu.,Gem,HD  45542
1036,45546,2344,30772,10,,Mon,HD  45546
1037,45572,2348,30591,,G,Pup,HD  45572
1038,45669,2352,30321,,pi.01,Dor,HD  45669
1039,45725,2356,30867,11,bet,Mon,HD  45725
1042,45813,2361,30788,,lam,CMa,HD  45813
1043,46031,2371,31105,19,,Gem,HD  46031
1044,46052,2372,31173,,WW,Aur,HD  46052
1045,46101,2376,31359,7,,Lyn,HD  46101
1046,46116,2377,30565,,pi.02,Dor,HD  46116
1047,46136,,31158,20,,Gem,HD  46136
1048,46241,2382,31159,12,,Mon,HD  46241
1049,46300,2385,31216,13,,Mon,HD  46300
1050,46328,2387,31125,4,ksi01,CMa,HD  46328
1051,46355,2389,30932,61,,Pic,HD  46355
1052,46480,2394,31676,8,,Lyn,HD  46480
1053,46553,2398,31434,49,,Aur,HD  46553
1054,46590,2402,31665,11,,Lyn,HD  46590
1055,46642,2404,31385,14,,Mon,HD  46642
1056,46687,2405,31579,,UU,Aur,HD  46687
1057,46781,,31525,23,,Gem,HD  46781
1058,46860,2412,31137,,mu.,Pic,HD  46860
1059,46933,2414,31416,5,ksi02,CMa,HD  46933
1060,47070,2419,31771,51,,Aur,HD  47070
1061,47100,2420,31789,52,psi03,Aur,HD  47100
1062,47105,2421,31681,24,gam,Gem,HD  47105
1063,47138,2423,31564,6,nu.01,CMa,HD  47138
1064,47152,2425,31737,53,,Aur,HD  47152
1065,47174,2427,31832,50,psi02,Aur,HD  47174
1066,47205,2429,31592,7,nu.02,CMa,HD  47205
1067,47306,2435,31407,,N,Car,HD  47306
1068,47395,2438,31852,54,,Aur,HD  47395
1069,47442,2443,31700,8,nu.03,CMa,HD  47442
1070,47670,2451,31685,,nu.,Pup,HD  47670
1071,47731,2453,32019,25,,Gem,HD  47731
1072,47839,2456,31978,15,S,Mon,HD  47839
1073,47914,2459,32173,55,psi04,Aur,HD  47914
1074,47973,2462,31765,,Y,Pup,HD  47973
1075,48097,2466,32104,26,,Gem,HD  48097
1076,48250,2470,32438,12,,Lyn,HD  48250
1077,48329,2473,32246,27,eps,Gem,HD  48329
1078,48432,2477,32489,13,,Lyn,HD  48432
1079,48433,2478,32249,30,,Gem,HD  48433
1080,48450,2480,32311,28,,Gem,HD  48450
1081,48682,2483,32480,56,psi05,Aur,HD  48682
1082,48737,2484,32362,31,ksi,Gem,HD  48737
1083,48781,2487,32562,57,psi06,Aur,HD  48781
1084,48843,2489,32404,32,,Gem,HD  48843
1085,48879,2490,32864,42,,Cam,HD  48879
1086,48915,2491,32349,9,alf,CMa,HD  48915
1087,48917,2492,32292,10,,CMa,HD  48917
1088,48977,2494,32463,16,,Mon,HD  48977
1089,49161,2503,32533,17,,Mon,HD  49161
1090,49229,2504,32492,11,,CMa,HD  49229
1091,49293,2506,32578,18,,Mon,HD  49293
1092,49333,2509,32504,12,,CMa,HD  49333
1093,49340,2511,33104,43,,Cam,HD  49340
1094,49520,2516,32844,58,psi07,Aur,HD  49520
1095,49591,2518,32537,,x,Pup,HD  49591
1096,49606,2519,32753,33,,Gem,HD  49606
1097,49618,2520,33048,14,,Lyn,HD  49618
1099,49738,2525,32814,35,,Gem,HD  49738
1100,49877,2526,32531,,O,Car,HD  49877
1101,49908,2529,32921,36,d,Gem,HD  49908
1102,50013,2538,32759,13,kap,CMa,HD  50013
1103,50018,2539,33041,59,,Aur,HD  50018
1104,50019,2540,33018,34,the,Gem,HD  50019
1105,50037,2541,33064,60,,Aur,HD  50037
1106,50204,2547,33133,61,psi08,Aur,HD  50204
1107,50223,2548,32765,,X,Pup,HD  50223
1108,50241,2550,32607,,alf,Pic,HD  50241
1109,50310,2553,32768,,tau,Pup,HD  50310
1110,50337,2554,32761,,A,Car,HD  50337
1111,50506,2559,31897,,zet,Men,HD  50506
1112,50522,2560,33449,15,,Lyn,HD  50522
1113,50635,2564,33202,38,e,Gem,HD  50635
1114,50658,2568,33377,,psi09,Aur,HD  50658
1115,50692,2569,33277,37,,Gem,HD  50692
1116,50707,2571,33092,15,,CMa,HD  50707
1117,50778,2574,33160,14,the,CMa,HD  50778
1118,50877,2580,33152,16,omi01,CMa,HD  50877
1119,50973,2585,33485,16,,Lyn,HD  50973
1120,51055,2588,33248,17,,CMa,HD  51055
1121,51199,2590,33302,19,pi.,CMa,HD  51199
1122,51250,2593,33345,18,mu.,CMa,HD  51250
1123,51309,2596,33347,20,iot,CMa,HD  51309
1124,51440,2600,33614,62,,Aur,HD  51440
1125,51530,2601,33595,39,,Gem,HD  51530
1126,51557,2602,32912,,iot,Vol,HD  51557
1127,51688,2605,33650,40,,Gem,HD  51688
1128,52005,2615,33715,41,,Gem,HD  52005
1129,52089,2618,33579,21,eps,CMa,HD  52089
1130,52092,2619,33558,,t,Pup,HD  52092
1131,52497,2630,33927,42,ome,Gem,HD  52497
1132,52877,2646,33856,22,sig,CMa,HD  52877
1133,52918,2648,33971,19,,Mon,HD  52918
1134,52973,2650,34088,43,zet,Gem,HD  52973
1135,53047,2652,33779,23,,Car,HD  53047
1136,53138,2653,33977,24,omi02,CMa,HD  53138
1137,53244,2657,34045,23,gam,CMa,HD  53244
1138,53257,2659,34182,44,,Gem,HD  53257
1139,53633,,34572,17,,Lyn,HD  53633
1140,53704,2666,34081,,C,Pup,HD  53704
1142,53811,2672,34059,,H,Pup,HD  53811
1143,54131,2684,34440,45,,Gem,HD  54131
1144,54239,2689,33384,,the,Men,HD  54239
1145,54475,2691,34339,,D,Pup,HD  54475
1146,54605,2693,34444,25,del,CMa,HD  54605
1147,54716,2696,34752,63,,Aur,HD  54716
1148,54719,2697,34693,46,tau,Gem,HD  54719
1149,54801,2700,34722,47,,Gem,HD  54801
1150,54810,2701,34622,20,,Mon,HD  54810
1151,54893,2702,34495,,A,Pup,HD  54893
1152,55052,2706,34819,48,,Gem,HD  55052
1153,55057,2707,34724,21,,Mon,HD  55057
1154,55156,,34861,49,,Gem,HD  55156
1155,55185,2714,34769,22,del,Mon,HD  55185
1156,55280,2715,35146,18,,Lyn,HD  55280
1157,55383,2717,34909,51,,Gem,HD  55383
1158,55522,2718,34798,26,,CMa,HD  55522
1159,55621,2725,35025,52,,Gem,HD  55621
1160,55719,2727,34802,,E,Pup,HD  55719
1161,55864,2735,34473,,gam01,Vol,HD  55864
1162,55865,2736,34481,,gam02,Vol,HD  55865
1163,55870,2738,35152,53,,Gem,HD  55870
1164,55892,2740,34834,,I,Pup,HD  55892
1165,55966,2742,36547,,VZ,Cam,HD  55966
1166,56003,2744,35080,24,,Mon,HD  56003
1167,56014,2745,34981,27,,CMa,HD  56014
1168,56022,2746,34899,,L01,Pup,HD  56022
1169,56096,2748,34922,,L02,Pup,HD  56096
1170,56139,2749,35037,28,ome,CMa,HD  56139
1171,56221,2753,35341,64,,Aur,HD  56221
1172,56537,2763,35350,54,lam,Gem,HD  56537
1173,56577,2764,35210,145,,CMa,HD  56577
1174,56820,2772,35735,47,,Cam,HD  56820
1175,56855,2773,35264,,pi.,Pup,HD  56855
1176,56986,2777,35550,55,del,Gem,HD  56986
1177,57060,2781,35412,29,UW,CMa,HD  57060
